Gene stable ID,HGNC ID,HGNC symbol,Chromosome/scaffold name,Karyotype band,Gene start (bp),Gene end (bp)
ENSG00000136003,HGNC:29882,ISCU,12,q23.3,108562582,108569368
ENSG00000261524,HGNC:31129,ABCB10P3,15,q13.1,28402868,28405033
ENSG00000276928,,,15,q13.1,28416449,28416674
ENSG00000274532,,,15,q13.1,28422172,28422373
ENSG00000284628,,,15,q13.1,28444144,28444264
ENSG00000260159,,,15,q13.1,28454660,28457783
ENSG00000261365,,,15,q13.1,28473322,28473448
ENSG00000274814,,,15,q13.1,28494975,28495182
ENSG00000260053,HGNC:31130,ABCB10P4,15,q13.1,28506625,28508808
ENSG00000261041,,,15,q13.1,28545912,28549777
ENSG00000284067,HGNC:50125,MIR6837,7,p13,44051766,44051829
ENSG00000164708,HGNC:8889,PGAM2,7,p13,44062727,44065567
ENSG00000260444,,,15,q13.1,28564986,28565152
ENSG00000261581,HGNC:49882,HERC2P11,15,q13.1,28575019,28579400
ENSG00000185187,HGNC:30575,SIGIRR,11,p15.5,405716,417455
ENSG00000239775,,,7,p13,44064908,44066079
ENSG00000122678,HGNC:9185,POLM,7,p13,44072062,44082530
ENSG00000128731,HGNC:4868,HERC2,15,q13.1,28111040,28322179
ENSG00000251697,HGNC:45748,RN7SKP24,9,p13.3,34478622,34478905
ENSG00000205143,HGNC:21209,ARID3C,9,p13.3,34621049,34629066
ENSG00000119408,HGNC:7749,NEK6,9,q33.3,124257606,124353307
ENSG00000240729,,,5,q35.3,177264766,177265241
ENSG00000270706,HGNC:49611,PRMT1P1,5,q35.3,177265580,177266588
ENSG00000095917,HGNC:14118,TPSD1,16,p13.3,1256059,1259008
ENSG00000169228,HGNC:9765,RAB24,5,q35.3,177301198,177303744
ENSG00000138347,HGNC:23246,MYPN,10,q21.3,68087897,68212017
ENSG00000114395,HGNC:30253,CYB561D2,3,p21.31,50350845,50358460
ENSG00000183160,HGNC:27884,TMEM119,12,q23.3,108589851,108598320
ENSG00000260182,,,16,p13.3,1257339,1258074
ENSG00000196364,HGNC:17542,PRSS29P,16,p13.3,1260952,1263845
ENSG00000257221,,,12,q24.11,108628668,108642349
ENSG00000261564,,,16,p13.3,1273751,1276522
ENSG00000260991,,,16,p13.3,1280161,1280544
ENSG00000284388,HGNC:41569,MIR4496,12,q24.11,108635810,108635870
ENSG00000238457,HGNC:45703,RNU7-169P,12,q24.11,108668448,108668508
ENSG00000260284,HGNC:14136,TPSP2,16,p13.3,1286351,1288837
ENSG00000134531,HGNC:3333,EMP1,12,p13.1,13196723,13219941
ENSG00000114529,HGNC:26255,C3orf52,3,q13.2,112086335,112131004
ENSG00000274751,,,16,p13.3,1305547,1309413
ENSG00000261505,,,16,p13.3,1317891,1322845
ENSG00000219274,HGNC:14195,RPS20P2,16,p13.3,1329078,1329777
ENSG00000103275,HGNC:12485,UBE2I,16,p13.3,1308880,1327018
ENSG00000271817,,,4,q32.1,158700691,158700909
ENSG00000171497,HGNC:9257,PPID,4,q32.1,158709127,158723396
ENSG00000227744,HGNC:52763,LINC01940,2,q37.3,238919302,238926269
ENSG00000185101,HGNC:20679,ANO9,11,p15.5,417933,442011
ENSG00000266109,HGNC:41740,MIR4440,2,q37.3,239068817,239068914
ENSG00000122367,HGNC:15710,LDB3,10,q23.2,86666785,86736072
ENSG00000264810,HGNC:41728,MIR4441,2,q37.3,239085827,239085926
ENSG00000286307,,,2,q37.3,239114858,239118842
ENSG00000287405,,,2,q37.3,239194118,239197654
ENSG00000288045,,,14,q22.1,52951432,52952864
ENSG00000265215,HGNC:38291,MIR4269,2,q37.3,239305462,239305545
ENSG00000258503,,,14,q22.1,53011971,53012267
ENSG00000264292,HGNC:41881,MIR2467,2,q37.3,239351724,239351804
ENSG00000288082,,,2,q37.3,239493587,239496697
ENSG00000258993,,,14,q22.1,53023055,53023597
ENSG00000286188,,,2,q37.3,239538379,239544876
ENSG00000139973,HGNC:23142,SYT16,14,q23.2,61811974,62112550
ENSG00000239620,HGNC:53837,PRR20G,3,q21.3,127283783,127288046
ENSG00000286869,,,12,p13.1,13238582,13278376
ENSG00000180861,HGNC:26598,LINC01559,12,p13.1,13371089,13387167
ENSG00000206703,HGNC:47091,RNU6-128P,4,q32.1,158794590,158794696
ENSG00000249973,HGNC:39591,CHCHD2P7,4,q22.1,87785920,87786371
ENSG00000029559,HGNC:5341,IBSP,4,q22.1,87799554,87812435
ENSG00000091986,HGNC:30649,CCDC80,3,q13.2,112596797,112649530
ENSG00000289503,,,14,q23.2,62075340,62128421
ENSG00000201476,HGNC:43253,RNA5SP353,12,p13.1,13440884,13441001
ENSG00000201909,HGNC:47553,RNU6-590P,12,p13.1,13459670,13459776
ENSG00000256306,,,12,p13.1,13526854,13547582
ENSG00000172954,HGNC:26756,LCLAT1,2,p23.1,30447226,30644225
ENSG00000186369,HGNC:44296,LINC00643,14,q23.2,62117346,62130962
ENSG00000277935,,,12,p13.1,13540231,13544540
ENSG00000287928,,,12,p13.1,13582031,13620077
ENSG00000200475,HGNC:45886,RN7SKP162,12,p13.1,13683542,13683886
ENSG00000256346,,,12,p13.1,14169746,14169877
ENSG00000183199,HGNC:5259,HSP90AB3P,4,q22.1,87891843,87894015
ENSG00000286618,,,4,q22.1,87974385,88008477
ENSG00000110900,HGNC:30795,TSPAN11,12,p11.21,30926428,30996602
ENSG00000202000,HGNC:48378,RNU1-36P,4,q22.1,88000237,88000401
ENSG00000118762,HGNC:9009,PKD2,4,q22.1,88007635,88077777
ENSG00000169230,HGNC:30255,PRELID1,5,q35.3,177303799,177306949
ENSG00000169488,HGNC:15353,OR4K15,14,q11.2,19975591,19976565
ENSG00000196383,HGNC:15359,OR4Q2,14,q11.2,19999913,20004760
ENSG00000151445,HGNC:20347,VIPAS39,14,q24.3,77426675,77457952
ENSG00000235010,HGNC:55678,JAKMIP3-AS1,10,q26.3,132181225,132185962
ENSG00000151640,HGNC:3016,DPYSL4,10,q26.3,132186948,132205759
ENSG00000243562,HGNC:46854,RN7SL838P,11,p15.5,440399,440693
ENSG00000255237,,,11,p15.5,462930,463899
ENSG00000283969,HGNC:50050,MIR6838,7,p13,44073378,44073433
ENSG00000175591,HGNC:8541,P2RY2,11,q13.4,73218281,73242427
ENSG00000106636,HGNC:16959,YKT6,7,p13,44200959,44214294
ENSG00000235204,,,9,q33.3,124259250,124261156
ENSG00000227200,,,9,q33.3,124262876,124265809
ENSG00000063046,HGNC:3285,EIF4B,12,q13.13,53006282,53042215
ENSG00000136930,HGNC:9544,PSMB7,9,q33.3,124353465,124415444
ENSG00000260401,,,11,q13.4,73238975,73242335
ENSG00000256347,HGNC:15318,OR8R1P,11,q13.4,73248779,73249867
ENSG00000257038,HGNC:55485,ARHGEF17-AS1,11,q13.4,73307235,73309361
ENSG00000250699,,,11,q23.3,117316362,117328038
ENSG00000171631,HGNC:8543,P2RY6,11,q13.4,73264498,73305103
ENSG00000118777,HGNC:74,ABCG2,4,q22.1,88090150,88231628
ENSG00000254398,,,15,q13.1,28679405,28682252
ENSG00000274632,HGNC:46735,RN7SL719P,15,q13.1,28703554,28703790
ENSG00000261480,HGNC:44404,GOLGA8M,15,q13.1,28719377,28738431
ENSG00000248334,HGNC:32360,WHAMMP2,15,q13.1,28737583,28759204
ENSG00000239393,,,5,q35.3,177346073,177346426
ENSG00000169220,HGNC:9996,RGS14,5,q35.3,177357924,177372596
ENSG00000260844,,,15,q13.1,28763440,28764151
ENSG00000134072,HGNC:1459,CAMK1,3,p25.3,9757347,9769992
ENSG00000232431,,,15,q13.1,28788243,28792002
ENSG00000256951,,,15,q13.1,28789199,28789486
ENSG00000271616,,,15,q13.1,28830619,28831182
ENSG00000260399,HGNC:55693,MPHOSPH10P6,15,q11.2,23337985,23341848
ENSG00000136931,HGNC:7983,NR5A1,9,q33.3,124481236,124507420
ENSG00000286598,,,15,q11.2,23403848,23407335
ENSG00000261418,HGNC:4874,HERC2P6,15,q11.2,23430839,23435212
ENSG00000163072,HGNC:20203,NOSTRIN,2,q24.3,168786539,168865514
ENSG00000140406,HGNC:13519,TLNRD1,15,q25.1,81000923,81005788
ENSG00000188385,HGNC:23523,JAKMIP3,10,q26.3,132036336,132184858
ENSG00000157890,HGNC:29635,MEGF11,15,q22.31,65895079,66253756
ENSG00000231149,,,9,q33.3,124514938,124516056
ENSG00000180264,HGNC:18651,ADGRD2,9,q33.3,124450451,124478589
ENSG00000221393,HGNC:35298,MIR1302-6,7,p21.1,18127220,18127309
ENSG00000225000,,,7,p21.1,18429062,18430738
ENSG00000222164,HGNC:45990,RN7SKP266,7,p21.1,18807993,18808279
ENSG00000226522,HGNC:40664,HDAC9-AS1,7,p21.1,18892096,18899433
ENSG00000232492,HGNC:7915,NPM1P13,7,p21.1,18948898,18949762
ENSG00000250151,HGNC:38830,ARPC4-TTLL3,3,p25.3,9793082,9835401
ENSG00000241853,,,4,q22.1,88163579,88163967
ENSG00000201707,HGNC:47781,RNU6-818P,4,q22.1,88201703,88201810
ENSG00000028310,HGNC:25818,BRD9,5,p15.33,850291,892801
ENSG00000221440,HGNC:46930,RNU6ATAC31P,4,q22.1,88206427,88206552
ENSG00000250990,,,7,q11.23,77246340,77258123
ENSG00000251285,,,4,q22.1,88220569,88223837
ENSG00000199326,HGNC:48261,RNU6-1298P,4,q22.1,88226729,88226829
ENSG00000266690,HGNC:38194,MIR4274,4,p16.1,7460028,7460118
ENSG00000127951,HGNC:3696,FGL2,7,q11.23,77193369,77199848
ENSG00000272620,HGNC:28141,AFAP1-AS1,4,p16.1,7754077,7778928
ENSG00000196526,HGNC:24017,AFAP1,4,p16.1,7758714,7939926
ENSG00000146535,HGNC:4380,GNA12,7,p22.2,2728105,2844308
ENSG00000288681,,,11,p15.5,308408,315272
ENSG00000185885,HGNC:5412,IFITM1,11,p15.5,310041,315272
ENSG00000269886,,,3,p25.3,9812762,9813097
ENSG00000171135,HGNC:26926,JAGN1,3,p25.3,9890574,9894349
ENSG00000175854,HGNC:31412,SWI5,9,q34.11,128275379,128316123
ENSG00000163701,HGNC:18439,IL17RE,3,p25.3,9902612,9916402
ENSG00000231357,,,7,p22.2,2835621,2836022
ENSG00000254449,HGNC:23277,SF3A3P2,11,q24.1,123597946,123599452
ENSG00000237286,HGNC:40766,CARD11-AS1,7,p22.2,2944035,2947091
ENSG00000201794,HGNC:45854,RN7SKP130,7,p22.2,2999094,2999394
ENSG00000166257,HGNC:20665,SCN3B,11,q24.1,123629187,123655244
ENSG00000086730,HGNC:12749,LAT2,7,q11.23,74199652,74229834
ENSG00000287164,,,4,p16.1,7798527,7808051
ENSG00000249565,HGNC:44632,SERBP1P5,4,q21.21,78180866,78182046
ENSG00000248117,HGNC:44094,MICOS10P4,4,q21.21,78379197,78379514
ENSG00000138772,HGNC:541,ANXA3,4,q21.21,78551747,78610451
ENSG00000139155,HGNC:13819,SLCO1C1,12,p12.2,20695332,20753386
ENSG00000228142,,,9,q22.32,95650104,95715721
ENSG00000182150,HGNC:26922,ERCC6L2,9,q22.32,95871264,96121154
ENSG00000263512,HGNC:38207,MIR4311,15,q22.31,66040233,66040332
ENSG00000285035,,,15,q13.2,30644639,30723495
ENSG00000284783,,,15,q13.2,30750406,30759859
ENSG00000259330,HGNC:35165,INAFM2,15,q15.1,40323692,40326715
ENSG00000252714,HGNC:43292,RNA5SP392,15,q15.1,40331537,40331648
ENSG00000233041,HGNC:37226,PHGR1,15,q15.1,40351033,40356434
ENSG00000140323,HGNC:19712,DISP2,15,q15.1,40358219,40378621
ENSG00000100591,HGNC:1189,AHSA1,14,q24.3,77457870,77469472
ENSG00000254467,,,11,q24.1,123668499,123675569
ENSG00000259368,,,15,q15.1,40368925,40369640
ENSG00000166261,HGNC:12994,ZNF202,11,q24.1,123723914,123741675
ENSG00000140320,HGNC:29153,BAHD1,15,q15.1,40439721,40468236
ENSG00000007516,HGNC:948,BAIAP3,16,p13.3,1333638,1349441
ENSG00000071539,HGNC:12307,TRIP13,5,p15.33,892884,919357
ENSG00000187531,HGNC:14935,SIRT7,17,q25.3,81911939,81921323
ENSG00000259364,,,15,q15.1,40453444,40454639
ENSG00000259211,,,15,q15.1,40464193,40466726
ENSG00000169105,HGNC:24464,CHST14,15,q15.1,40470984,40473158
ENSG00000244251,,,15,q15.1,40480752,40481315
ENSG00000128928,HGNC:6186,IVD,15,q15.1,40405485,40435947
ENSG00000167528,HGNC:31834,ZNF641,12,q13.11,48337180,48351414
ENSG00000196151,HGNC:26697,WDSUB1,2,q24.2,159235798,159286703
ENSG00000212371,,,14,q24.3,77466284,77466436
ENSG00000100593,HGNC:23176,ISM2,14,q24.3,77474394,77498816
ENSG00000200197,HGNC:41947,RNU1-21P,11,q24.1,123763927,123764089
ENSG00000254613,HGNC:14713,OR6M2P,11,q24.1,123839035,123841930
ENSG00000287600,,,5,p15.33,904319,912587
ENSG00000248949,,,5,p15.33,946315,956520
ENSG00000254430,HGNC:14741,OR6M3P,11,q24.1,123861822,123862521
ENSG00000274004,,,11,q14.1,83386988,83387102
ENSG00000250173,,,5,p15.33,979365,981300
ENSG00000255311,HGNC:40179,DLG2-AS2,11,q14.1,83643602,83725390
ENSG00000272347,,,5,p15.33,1005039,1006623
ENSG00000100596,HGNC:11278,SPTLC2,14,q24.3,77505997,77616637
ENSG00000145506,HGNC:17046,NKD2,5,p15.33,1008802,1038943
ENSG00000283189,,,3,p21.31,49416777,49429314
ENSG00000204149,HGNC:23466,AGAP6,10,q11.23,49982190,50011654
ENSG00000254629,,,11,q14.1,83789977,83791578
ENSG00000250257,HGNC:44239,LDHAL6DP,11,q14.1,83814571,83815263
ENSG00000254713,HGNC:48802,HNRNPA1P72,11,q14.1,84545131,84546846
ENSG00000139116,HGNC:19349,KIF21A,12,q12,39293228,39443390
ENSG00000138759,HGNC:19185,FRAS1,4,q21.21,78057323,78544269
ENSG00000240174,,,11,q14.1,84639993,84640565
ENSG00000254787,,,11,q14.1,84720826,84800701
ENSG00000274006,,,11,q14.1,84887207,84887419
ENSG00000276179,,,11,q14.1,84890744,84890961
ENSG00000255555,,,11,q14.1,84936689,84955705
ENSG00000255396,,,11,q14.1,84997226,84997768
ENSG00000213305,HGNC:48817,HNRNPCP6,11,q14.1,85020785,85021655
ENSG00000254684,,,11,q14.1,85336075,85336572
ENSG00000254897,,,11,q14.1,85452282,85453698
ENSG00000206583,HGNC:48255,RNU6-1292P,11,q14.1,85509938,85510044
ENSG00000171204,HGNC:30883,TMEM126B,11,q14.1,85628573,85636539
ENSG00000221829,HGNC:3588,FANCG,9,p13.3,35073835,35080004
ENSG00000240233,HGNC:46603,RN7SL587P,14,q24.3,77547566,77547846
ENSG00000115504,HGNC:29144,EHBP1,2,p15,62673851,63046487
ENSG00000258957,HGNC:55435,GALNT16-AS1,14,q24.1,69183017,69214092
ENSG00000258520,,,14,q24.1,69239166,69260567
ENSG00000145020,HGNC:473,AMT,3,p21.31,49416778,49422685
ENSG00000100626,HGNC:23233,GALNT16,14,q24.1,69259277,69357033
ENSG00000113504,HGNC:10915,SLC12A7,5,p15.33,1050384,1112063
ENSG00000188234,HGNC:23459,AGAP4,10,q11.22,45825594,45853875
ENSG00000197535,HGNC:7602,MYO5A,15,q21.2,52307281,52529132
ENSG00000197063,HGNC:6781,MAFG,17,q25.3,81918270,81927735
ENSG00000107862,HGNC:4181,GBF1,10,q24.32,102245371,102382899
ENSG00000264769,,,17,q25.3,81922899,81924511
ENSG00000265688,HGNC:43649,MAFG-DT,17,q25.3,81927829,81930753
ENSG00000049541,HGNC:9970,RFC2,7,q11.23,74231499,74254458
ENSG00000171202,HGNC:25382,TMEM126A,11,q14.1,85647967,85656547
ENSG00000183010,HGNC:9721,PYCR1,17,q25.3,81932384,81942412
ENSG00000263834,HGNC:41748,MIR4635,5,p15.33,1062896,1062974
ENSG00000201274,HGNC:43092,RNA5SP192,5,q31.1,132848577,132848696
ENSG00000164405,HGNC:29594,UQCRQ,5,q31.1,132866630,132868847
ENSG00000179071,HGNC:26762,CCDC89,11,q14.1,85683848,85686195
ENSG00000279742,,,11,q14.1,85852557,85854943
ENSG00000164406,HGNC:29571,LEAP2,5,q31.1,132873444,132875046
ENSG00000150672,HGNC:2901,DLG2,11,q14.1,83455012,85627922
ENSG00000270987,,,6,q16.3,100889603,100890338
ENSG00000205882,HGNC:32399,DEFB134,8,p23.1,11993174,12000752
ENSG00000289502,,,8,q21.3,90957029,90957721
ENSG00000165671,HGNC:14234,NSD1,5,q35.3,177131830,177300213
ENSG00000253250,HGNC:44672,C8orf88,8,q21.3,90958471,90985238
ENSG00000164418,HGNC:4580,GRIK2,6,q16.3,100962701,102081622
ENSG00000155099,HGNC:25452,PIP4P2,8,q21.3,90993802,91040872
ENSG00000152591,HGNC:3054,DSPP,4,q22.1,87608529,87616873
ENSG00000200024,,,4,q22.1,87743952,87744053
ENSG00000222691,HGNC:47696,RNU6-733P,4,q25,107867807,107867910
ENSG00000155016,HGNC:20582,CYP2U1,4,q25,107931549,107953461
ENSG00000280073,,,14,q24.1,69357010,69359308
ENSG00000100632,HGNC:3447,ERH,14,q24.1,69380128,69398299
ENSG00000253358,,,8,q21.3,91016588,91018655
ENSG00000254219,,,8,q21.3,91042690,91044762
ENSG00000253738,HGNC:50466,OTUD6B-AS1,8,q21.3,91059318,91070583
ENSG00000028116,HGNC:12719,VRK2,2,p16.1,57907629,58159920
ENSG00000155100,HGNC:24281,OTUD6B,8,q21.3,91070196,91087095
ENSG00000029364,HGNC:20182,SLC39A9,14,q24.1,69398015,69462390
ENSG00000249604,,,4,q25,107936031,107941255
ENSG00000286634,,,5,q35.3,177260340,177263909
ENSG00000113722,HGNC:1805,CDX1,5,q32,150166778,150184558
ENSG00000138821,HGNC:20862,SLC39A8,4,q24,102251080,102431258
ENSG00000234829,HGNC:5422,IFNA17,9,p21.3,21227243,21228222
ENSG00000169862,HGNC:2516,CTNND2,5,p15.2,10971836,11904446
ENSG00000232138,HGNC:5454,IFNWP5,9,p21.3,21231266,21231853
ENSG00000203875,HGNC:21026,SNHG5,6,q14.3,85650491,85678932
ENSG00000228083,HGNC:5420,IFNA14,9,p21.3,21239002,21240005
ENSG00000224416,HGNC:5431,IFNA22P,9,p21.3,21278050,21278619
ENSG00000147873,HGNC:5426,IFNA5,9,p21.3,21304326,21305313
ENSG00000104177,HGNC:17940,MYEF2,15,q21.1,48134632,48178353
ENSG00000226393,HGNC:5444,IFNA20P,9,p21.3,21321300,21321827
ENSG00000198642,HGNC:18732,KLHL9,9,p21.3,21329665,21335404
ENSG00000188379,HGNC:5423,IFNA2,9,p21.3,21384255,21385398
ENSG00000261696,,,9,p21.3,21394888,21396346
ENSG00000231195,HGNC:5442,IFNA11P,9,p21.3,21398614,21399139
ENSG00000235108,HGNC:5443,IFNA12P,9,p21.3,21403081,21403651
ENSG00000120242,HGNC:5429,IFNA8,9,p21.3,21409117,21410185
ENSG00000237691,HGNC:5452,IFNWP2,9,p21.3,21420234,21420813
ENSG00000197919,HGNC:5417,IFNA1,9,p21.3,21440439,21441316
ENSG00000238271,HGNC:5451,IFNWP19,9,p21.3,21455484,21456049
ENSG00000214954,HGNC:34303,LRRC69,8,q21.3,91101832,91219257
ENSG00000199177,HGNC:31630,MIR31,9,p21.3,21512115,21512185
ENSG00000264379,,,9,p21.3,21524307,21524382
ENSG00000227443,HGNC:54463,H3P30,9,p21.3,21638285,21638676
ENSG00000184995,HGNC:18163,IFNE,9,p21.3,21480839,21482313
ENSG00000255036,HGNC:53835,SUGT1P4-STRA6LP-CCDC180,9,q22.33,97238497,97377287
ENSG00000253525,HGNC:2322,CPP,8,q21.3,91157285,91158748
ENSG00000266194,HGNC:41582,MIR4661,8,q21.3,91205485,91205559
ENSG00000106665,HGNC:2586,CLIP2,7,q11.23,74289407,74405935
ENSG00000147606,HGNC:14467,SLC26A7,8,q21.3,91209494,91398155
ENSG00000241144,HGNC:46744,RN7SL728P,4,q24,102348392,102348691
ENSG00000248161,,,4,q24,102418602,102450010
ENSG00000251572,,,4,q24,102461250,102462152
ENSG00000260651,,,4,q24,102500841,102501319
ENSG00000109323,HGNC:6831,MANBA,4,q24,102630770,102760994
ENSG00000184613,HGNC:7751,NELL2,12,q12,44508275,44921848
ENSG00000286424,,,14,q24.1,69479057,69483714
ENSG00000081177,HGNC:20217,EXD2,14,q24.1,69191498,69244020
ENSG00000238391,HGNC:43133,RNA5SP233,7,q11.23,74487428,74487540
ENSG00000122641,HGNC:6066,INHBA,7,p14.1,41667168,41705834
ENSG00000224116,HGNC:40303,INHBA-AS1,7,p14.1,41693884,41779388
ENSG00000220563,HGNC:44245,PKMP3,6,q14.3,85659892,85660606
ENSG00000213721,HGNC:39397,HMGN2P30,7,p14.1,42113365,42113620
ENSG00000275072,HGNC:32722,SNORD50B,6,q14.3,85677589,85677658
ENSG00000217334,,,6,q14.3,85731371,85732011
ENSG00000287672,,,7,q21.2,91880791,91886490
ENSG00000198738,HGNC:21400,SMIM11P1,6,q14.3,85735744,85735921
ENSG00000250591,HGNC:43787,PRSS3P1,7,q34,142760415,142763943
ENSG00000222686,HGNC:47008,RNU4-72P,6,q14.3,85751581,85751753
ENSG00000200427,,,6,q14.3,85777639,85777755
ENSG00000243661,HGNC:43948,WBP1LP1,7,q34,142778642,142779537
ENSG00000218766,,,6,q14.3,85868953,85869464
ENSG00000282431,HGNC:12158,TRBD1,7,q34,142786213,142786224
ENSG00000288021,,,6,q14.3,85949690,85998263
ENSG00000282320,HGNC:12162,TRBJ1-1,7,q34,142786880,142786927
ENSG00000202103,HGNC:46948,RNU4-12P,6,q14.3,85993021,85993159
ENSG00000282420,HGNC:12163,TRBJ1-2,7,q34,142787017,142787064
ENSG00000124788,HGNC:10548,ATXN1,6,p22.3,16299112,16761491
ENSG00000282133,HGNC:12164,TRBJ1-3,7,q34,142787630,142787679
ENSG00000281958,HGNC:12165,TRBJ1-4,7,q34,142788225,142788275
ENSG00000282173,HGNC:12166,TRBJ1-5,7,q34,142788498,142788547
ENSG00000282780,HGNC:12167,TRBJ1-6,7,q34,142788988,142789040
ENSG00000211751,HGNC:12156,TRBC1,7,q34,142791694,142793368
ENSG00000140006,HGNC:20489,WDR89,14,q23.2,63597039,63641871
ENSG00000211764,HGNC:12168,TRBJ2-1,7,q34,142796365,142796414
ENSG00000211765,HGNC:12169,TRBJ2-2,7,q34,142796560,142796610
ENSG00000211766,HGNC:12170,TRBJ2-2P,7,q34,142796697,142796742
ENSG00000211767,HGNC:12171,TRBJ2-3,7,q34,142796847,142796895
ENSG00000198133,HGNC:20130,TMEM229B,14,q24.1,67447084,67533739
ENSG00000211768,HGNC:12172,TRBJ2-4,7,q34,142796998,142797047
ENSG00000211769,HGNC:12173,TRBJ2-5,7,q34,142797119,142797166
ENSG00000211770,HGNC:12174,TRBJ2-6,7,q34,142797239,142797291
ENSG00000211771,HGNC:12175,TRBJ2-7,7,q34,142797456,142797502
ENSG00000211772,HGNC:12157,TRBC2,7,q34,142801041,142802748
ENSG00000237254,HGNC:12214,TRBV30,7,q34,142812586,142813399
ENSG00000128881,HGNC:19141,TTBK2,15,q15.2,42738730,42920809
ENSG00000106123,HGNC:3396,EPHB6,7,q34,142855061,142871094
ENSG00000215277,HGNC:20438,RNF212B,14,q11.2,23185316,23273477
ENSG00000219627,HGNC:24390,CYCSP17,6,q16.1,95504182,95504496
ENSG00000261366,HGNC:43732,MANEA-DT,6,q16.1,95575183,95577450
ENSG00000219549,,,6,q16.1,95630115,95632929
ENSG00000288708,,,6,p22.3,16328342,16328431
ENSG00000233503,HGNC:48748,HNRNPLP1,6,p24.3,7481094,7482594
ENSG00000219993,,,6,p24.3,7506203,7506549
ENSG00000234115,,,6,p24.3,7516600,7517840
ENSG00000096696,HGNC:3052,DSP,6,p24.3,7541617,7586714
ENSG00000071537,HGNC:10717,SEL1L,14,q31.1,81471547,81533853
ENSG00000243244,HGNC:17003,STON1,2,p16.3,48529383,48598513
ENSG00000169410,HGNC:9661,PTPN9,15,q24.2,75463251,75579315
ENSG00000136541,HGNC:29208,ERMN,2,q24.1,157318631,157327713
ENSG00000263585,,,17,q25.3,81932398,81933058
ENSG00000145029,HGNC:18317,NICN1,3,p21.31,49422333,49429326
ENSG00000185105,HGNC:34548,MYADML2,17,q25.3,81939645,81947233
ENSG00000185269,HGNC:27106,NOTUM,17,q25.3,81952507,81961840
ENSG00000165125,HGNC:14006,TRPV6,7,q34,142871208,142885745
ENSG00000254876,HGNC:53834,SUGT1P4-STRA6LP,9,q22.33,97238449,97297314
ENSG00000241981,,,4,q24,102662611,102663073
ENSG00000230069,HGNC:43819,LRRC37A15P,4,q24,102727274,102730721
ENSG00000258977,HGNC:50911,LINC01467,14,q31.1,81605338,81623086
ENSG00000172292,HGNC:23826,CERS6,2,q24.3,168456249,168775134
ENSG00000248971,HGNC:39880,KRT8P46,4,q24,102728746,102730171
ENSG00000224207,,,4,q24,102734358,102734612
ENSG00000140332,HGNC:11839,TLE3,15,q23,70047790,70098176
ENSG00000251288,,,4,q24,102751401,102752641
ENSG00000201301,HGNC:43030,RNA5SP130,3,p21.31,49467115,49467228
ENSG00000226913,HGNC:42445,BSN-DT,3,p21.31,49549306,49554366
ENSG00000254633,HGNC:53830,STRA6LP,9,q22.33,97276569,97295765
ENSG00000109332,HGNC:12476,UBE2D3,4,q24,102794383,102868896
ENSG00000264735,,,17,q25.3,81965632,81966589
ENSG00000164061,HGNC:1117,BSN,3,p21.31,49554477,49671549
ENSG00000140022,HGNC:30652,STON2,14,q31.1,81260652,81436465
ENSG00000184009,HGNC:144,ACTG1,17,q25.3,81509413,81523847
ENSG00000197816,HGNC:29303,CCDC180,9,q22.33,97307304,97378751
ENSG00000265768,HGNC:41663,MIR4506,14,q32.12,93948226,93948302
ENSG00000165949,HGNC:5397,IFI27,14,q32.12,94104836,94116695
ENSG00000235120,HGNC:40102,BSN-AS1,3,p21.31,49640483,49641769
ENSG00000164062,HGNC:586,APEH,3,p21.31,49674014,49683971
ENSG00000168566,HGNC:21368,SNRNP48,6,p24.3,7590198,7611967
ENSG00000184182,HGNC:12480,UBE2F,2,q37.3,237966827,238042782
ENSG00000224970,,,7,q34,142875836,142892743
ENSG00000286569,,,7,q34,142899365,142900759
ENSG00000127412,HGNC:3145,TRPV5,7,q34,142908101,142933746
ENSG00000236512,,,6,p24.3,7620422,7620878
ENSG00000227516,,,6,p21.1,41868622,41869731
ENSG00000207371,,,6,p21.1,41917416,41917526
ENSG00000112578,HGNC:1157,BYSL,6,p21.1,41921499,41933046
ENSG00000221269,HGNC:35300,MIR1302-8,9,q22.33,97363554,97363681
ENSG00000228957,,,9,q22.33,97386240,97396112
ENSG00000286375,,,9,q22.33,97403709,97411908
ENSG00000205436,HGNC:20120,EXOC3L4,14,q32.32,103094725,103110559
ENSG00000159712,HGNC:43601,ANKRD18CP,9,q22.33,97156570,97221235
ENSG00000111716,HGNC:6541,LDHB,12,p12.1,21635342,21757857
ENSG00000007520,HGNC:14175,TSR3,16,p13.3,1349240,1351878
ENSG00000129493,HGNC:20276,HEATR5A,14,q12,31291788,31420550
ENSG00000289356,,,9,q22.33,97214834,97214929
ENSG00000240240,,,9,p11.2,40223402,40329221
ENSG00000260425,,,16,p13.3,1358900,1361405
ENSG00000112576,HGNC:1585,CCND3,6,p21.1,41934934,42050357
ENSG00000133393,HGNC:26435,CEP20,16,p13.11,15865719,15888625
ENSG00000197993,HGNC:6308,KEL,7,q34,142941114,142962363
ENSG00000183148,HGNC:31979,ANKRD20A2P,9,p11.2,40223285,40292345
ENSG00000161010,HGNC:30817,MRNIP,5,q35.3,179835133,179862173
ENSG00000283016,HGNC:19817,ATP5MC1P2,14,q12,31320224,31320634
